real_name,pname:wel_inst:0_ptype:gr_usecol:3_pstyle:d_idx0:84_idx1:0_idx2:1799,pname:wel_inst:0_ptype:gr_usecol:3_pstyle:d_idx0:69_idx1:0_idx2:1799,pname:wel_inst:0_ptype:gr_usecol:3_pstyle:d_idx0:54_idx1:0_idx2:1799,pname:wel_inst:0_ptype:gr_usecol:3_pstyle:d_idx0:39_idx1:0_idx2:1799,pname:wel_inst:0_ptype:gr_usecol:3_pstyle:d_idx0:84_idx1:0_idx2:1249,pname:wel_inst:0_ptype:gr_usecol:3_pstyle:d_idx0:69_idx1:0_idx2:1249,pname:wel_inst:0_ptype:gr_usecol:3_pstyle:d_idx0:54_idx1:0_idx2:1249,pname:wel_inst:0_ptype:gr_usecol:3_pstyle:d_idx0:39_idx1:0_idx2:1249,ar_rate_1,ar_rate_2,real_name,mean_conc,salinity,total_pump_rate,ar_rate_total,wetland_dd,ar_rate_t,pf_salinity,pf_wetland_dd,mean_conc_sd,salinity_sd,ar_rate_total_sd,wetland_dd_sd
gen=0_member=20,-3.6157,-2.22335,-3.09698,-3.28583,-4.34518,-4.47919,-3.54874,-4.39667,0.602404,1.42859,gen=0_member=20,7.21105,7.21105,28.9916,2.03099,7.49215,2.03099,0,0,0,0,0,0
gen=0_member=35,-4.07818,-3.6726,-4.05834,-4.48394,-4.51473,-0.378554,-4.15943,-4.01428,2.00411,1.4429,gen=0_member=35,5.6611,5.6611,29.3601,3.44701,7.10685,3.44701,0,0,0,0,0,0
gen=0_member=37,-4.54035,-4.30311,-3.42595,-3.92383,-4.02123,-3.60603,-3.51712,-1.77602,3.33465,1.63983,gen=0_member=37,3.59547,3.59547,29.1136,4.97448,6.50748,4.97448,0,0,0,0,0,0
gen=0_member=38,-3.24589,-3.73851,-4.1511,-4.60858,-2.85075,-3.55563,-3.44698,-3.12872,1.05809,0.454682,gen=0_member=38,7.6126,7.6126,28.7262,1.51277,7.55195,1.51277,0,0,0,0,0,0
gen=0_member=43,-3.54358,-4.42664,-4.16014,-3.56972,-4.52239,-4.64013,-3.53909,-0.214419,1.01207,1.53404,gen=0_member=43,5.99953,5.99953,28.6161,2.54611,7.18495,2.54611,0,0,0,0,0,0
gen=0_member=46,-4.10257,-2.81641,-4.15766,-4.70901,-3.2621,-4.71376,-4.70645,-0.471169,5.29329,0.00622263,gen=0_member=46,3.03109,3.03109,28.9391,5.29951,6.29835,5.29951,0,0,0,0,0,0
gen=0_member=81,-4.69397,-1.01979,-3.96556,-4.68611,-4.30871,-4.1762,-3.9494,-1.81206,0.457517,1.80542,gen=0_member=81,6.34089,6.34089,28.6118,2.26294,7.27495,2.26294,0,0,0,0,0,0
gen=0_member=86,-2.96558,-4.29816,-2.90043,-1.63023,-4.70839,-3.43091,-4.43983,-4.46864,0.078026,0.904146,gen=0_member=86,8.32917,8.32917,28.8422,0.982172,7.74135,0.982172,0,0,0,0,0,0
gen=0_member=87,-4.3874,-4.02005,-4.49641,-4.10804,-2.87962,-3.75667,-4.45435,-0.759457,1.70066,1.14462,gen=0_member=87,5.8848,5.8848,28.862,2.84528,7.14875,2.84528,0,0,0,0,0,0
gen=179_member=17828_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,2.00943,5.97714,gen=179_member=17828_pso,5.24847e-06,5.24847e-06,28.5,7.98657,5.20434,7.98657,1,1,0,0,0,0
gen=209_member=20849_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.0,5.45496,gen=209_member=20849_pso,2.04858,2.04858,28.5,5.45496,6.24348,5.45496,0,0,0,0,0,0
gen=239_member=23803_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.0,5.33542,gen=239_member=23803_pso,2.20772,2.20772,28.5,5.33542,6.28389,5.33542,0,0,0,0,0,0
gen=257_member=25697_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.0,5.58592,gen=257_member=25697_pso,1.8714,1.8714,28.5,5.58592,6.19855,5.58592,0,0,0,0,0,0
gen=264_member=26356_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.0,5.45474,gen=264_member=26356_pso,2.04903,2.04903,28.5,5.45474,6.24362,5.45474,0,0,0,0,0,0
gen=267_member=26626_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.0,5.60034,gen=267_member=26626_pso,1.85585,1.85585,28.5,5.60034,6.19349,5.60034,0,0,0,0,0,0
gen=267_member=26633_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.0,5.33543,gen=267_member=26633_pso,2.2076,2.2076,28.5,5.33543,6.28395,5.33543,0,0,0,0,0,0
gen=272_member=27126_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.0,5.33573,gen=272_member=27126_pso,2.20712,2.20712,28.5,5.33573,6.28383,5.33573,0,0,0,0,0,0
gen=278_member=27731_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.0,5.45451,gen=278_member=27731_pso,2.04902,2.04902,28.5,5.45451,6.24363,5.45451,0,0,0,0,0,0
gen=280_member=27951_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.0,5.45353,gen=280_member=27951_pso,2.05022,2.05022,28.5,5.45353,6.24399,5.45353,0,0,0,0,0,0
gen=282_member=28171_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.0,5.45828,gen=282_member=28171_pso,2.04397,2.04397,28.5,5.45828,6.24234,5.45828,0,0,0,0,0,0
gen=285_member=28462_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.230452,5.22468,gen=285_member=28462_pso,2.06002,2.06002,28.5,5.45513,6.23624,5.45513,0,0,0,0,0,0
gen=285_member=28463_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.0,5.5849,gen=285_member=28463_pso,1.8725,1.8725,28.5,5.5849,6.19888,5.5849,0,0,0,0,0,0
gen=287_member=28632_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.25087,7.0,gen=287_member=28632_pso,0.0308548,0.0308548,28.5,7.25087,5.45917,7.25087,1,1,0,0,0,0
gen=287_member=28647_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.476902,6.5856,gen=287_member=28647_pso,0.102752,0.102752,28.5,7.0625,5.5323,7.0625,1,1,0,0,0,0
gen=289_member=28844_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.0,5.3356,gen=289_member=28844_pso,2.20737,2.20737,28.5,5.3356,6.28385,5.3356,0,0,0,0,0,0
gen=290_member=28976_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.0,5.72568,gen=290_member=28976_pso,1.67998,1.67998,28.5,5.72568,6.14923,5.72568,0,0,0,0,0,0
gen=292_member=29133_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.454101,6.47286,gen=292_member=29133_pso,0.17488,0.17488,28.5,6.92696,5.58816,6.92696,1,1,0,0,0,0
gen=293_member=29222_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.0130759,5.7236,gen=293_member=29222_pso,1.66593,1.66593,28.5,5.73668,6.14506,5.73668,0,0,0,0,0,0
gen=293_member=29285_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,1.56925,5.85851,gen=293_member=29285_pso,0.0199245,0.0199245,28.5,7.42776,5.38027,7.42776,1,1,0,0,0,0
gen=293_member=29296_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,1.43979,5.49144,gen=293_member=29296_pso,0.388125,0.388125,28.5,6.93123,5.64156,6.93123,1,1,0,0,0,0
gen=294_member=29324_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.0,5.59762,gen=294_member=29324_pso,1.8555,1.8555,28.5,5.59762,6.19446,5.59762,0,0,0,0,0,0
gen=294_member=29361_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.102781,5.78264,gen=294_member=29361_pso,1.47068,1.47068,28.5,5.88542,6.08863,5.88542,0,0,0,0,0,0
gen=294_member=29362_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.00242391,6.25514,gen=294_member=29362_pso,0.962517,0.962517,28.5,6.25756,5.95169,6.25756,1,0,0,0,0,0
gen=294_member=29370_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.745654,6.03748,gen=294_member=29370_pso,0.298085,0.298085,28.5,6.78313,5.63942,6.78313,1,1,0,0,0,0
gen=295_member=29425_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.231468,6.56946,gen=295_member=29425_pso,0.235527,0.235527,28.5,6.80093,5.64444,6.80093,1,1,0,0,0,0
gen=295_member=29431_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,1.57302,6.04558,gen=295_member=29431_pso,0.00244103,0.00244103,28.5,7.6186,5.31304,7.6186,1,1,0,0,0,0
gen=295_member=29435_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.704367,6.35976,gen=295_member=29435_pso,0.113672,0.113672,28.5,7.06413,5.52788,7.06413,1,1,0,0,0,0
gen=295_member=29465_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.0167226,6.72131,gen=295_member=29465_pso,0.257967,0.257967,28.5,6.73803,5.67575,6.73803,1,1,0,0,0,0
gen=295_member=29502_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.0233332,6.39261,gen=295_member=29502_pso,0.7682,0.7682,28.5,6.41594,5.88867,6.41594,1,0,0,0,0,0
gen=296_member=29503_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.0,5.33537,gen=296_member=29503_pso,2.20762,2.20762,28.5,5.33537,6.284,5.33537,0,0,0,0,0,0
gen=296_member=29529_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.797825,7.0,gen=296_member=29529_pso,4.28082e-05,4.28082e-05,28.5,7.79782,5.25877,7.79782,1,1,0,0,0,0
gen=296_member=29547_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.0,5.59681,gen=296_member=29547_pso,1.86038,1.86038,28.5,5.59681,6.19475,5.59681,0,0,0,0,0,0
gen=296_member=29549_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.0,6.28066,gen=296_member=29549_pso,0.932583,0.932583,28.5,6.28066,5.94264,6.28066,1,0,0,0,0,0
gen=296_member=29561_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,1.36799,4.88944,gen=296_member=29561_pso,1.09638,1.09638,28.5,6.25743,5.89592,6.25743,0,0,0,0,0,0
gen=296_member=29569_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.0,5.72845,gen=296_member=29569_pso,1.67627,1.67627,28.5,5.72845,6.14835,5.72845,0,0,0,0,0,0
gen=296_member=29571_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.609148,7.0,gen=296_member=29571_pso,0.00094635,0.00094635,28.5,7.60915,5.32007,7.60915,1,1,0,0,0,0
gen=296_member=29580_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,2.62334,5.1807,gen=296_member=29580_pso,0.000361087,0.000361087,28.5,7.80404,5.25108,7.80404,1,1,0,0,0,0
gen=296_member=29582_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.684335,6.22816,gen=296_member=29582_pso,0.203797,0.203797,28.5,6.91249,5.58945,6.91249,1,1,0,0,0,0
gen=297_member=29626_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.206357,7.0,gen=297_member=29626_pso,0.0406563,0.0406563,28.5,7.20636,5.47797,7.20636,1,1,0,0,0,0
gen=297_member=29627_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.0084496,5.76351,gen=297_member=29627_pso,1.6179,1.6179,28.5,5.77196,6.13276,5.77196,0,0,0,0,0,0
gen=297_member=29652_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.0,5.84757,gen=297_member=29652_pso,1.51288,1.51288,28.5,5.84757,6.10557,5.84757,0,0,0,0,0,0
gen=297_member=29657_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,1.78915,6.01926,gen=297_member=29657_pso,0.000141918,0.000141918,28.5,7.80841,5.25243,7.80841,1,1,0,0,0,0
gen=297_member=29668_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.100169,5.78768,gen=297_member=29668_pso,1.46777,1.46777,28.5,5.88785,6.08771,5.88785,0,0,0,0,0,0
gen=297_member=29677_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.0,6.21976,gen=297_member=29677_pso,1.01093,1.01093,28.5,6.21976,5.96647,6.21976,0,0,0,0,0,0
gen=297_member=29693_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.738601,6.47721,gen=297_member=29693_pso,0.054705,0.054705,28.5,7.21581,5.46762,7.21581,1,1,0,0,0,0
gen=298_member=29704_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.501271,6.85013,gen=298_member=29704_pso,0.0172907,0.0172907,28.5,7.3514,5.41662,7.3514,1,1,0,0,0,0
gen=298_member=29716_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,1.60032,5.60639,gen=298_member=29716_pso,0.0867617,0.0867617,28.5,7.20671,5.46166,7.20671,1,1,0,0,0,0
gen=298_member=29726_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.798214,7.0,gen=298_member=29726_pso,4.08803e-05,4.08803e-05,28.5,7.79821,5.25858,7.79821,1,1,0,0,0,0
gen=298_member=29729_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.0,5.88265,gen=298_member=29729_pso,1.46413,1.46413,28.5,5.88265,6.0929,5.88265,0,0,0,0,0,0
gen=298_member=29741_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,1.06218,5.50663,gen=298_member=29741_pso,0.719783,0.719783,28.5,6.56881,5.79151,6.56881,1,0,0,0,0,0
gen=298_member=29755_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.0,5.86654,gen=298_member=29755_pso,1.4863,1.4863,28.5,5.86654,6.09887,5.86654,0,0,0,0,0,0
gen=298_member=29772_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.422877,6.77795,gen=298_member=29772_pso,0.0493088,0.0493088,28.5,7.20083,5.47735,7.20083,1,1,0,0,0,0
gen=298_member=29777_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.0311329,7.0,gen=298_member=29777_pso,0.0880067,0.0880067,28.5,7.03113,5.55246,7.03113,1,1,0,0,0,0
gen=298_member=29780_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.0,6.49979,gen=298_member=29780_pso,0.463563,0.463563,28.5,6.49979,5.77505,6.49979,1,0,0,0,0,0
gen=298_member=29781_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,2.17605,5.47006,gen=298_member=29781_pso,0.00324343,0.00324343,28.5,7.64611,5.30221,7.64611,1,1,0,0,0,0
gen=298_member=29788_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.413706,7.0,gen=298_member=29788_pso,0.00881367,0.00881367,28.5,7.41371,5.39323,7.41371,1,1,0,0,0,0
gen=298_member=29792_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.45734,6.93566,gen=298_member=29792_pso,0.0113277,0.0113277,28.5,7.393,5.40084,7.393,1,1,0,0,0,0
gen=298_member=29800_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,2.23362,5.76415,gen=298_member=29800_pso,4.89245e-06,4.89245e-06,28.5,7.99777,5.20078,7.99777,1,1,0,0,0,0
gen=299_member=29832_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.880762,6.01244,gen=299_member=29832_pso,0.227338,0.227338,28.5,6.8932,5.59247,6.8932,1,1,0,0,0,0
gen=299_member=29841_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.813491,5.68324,gen=299_member=29841_pso,0.773283,0.773283,28.5,6.49673,5.82909,6.49673,1,0,0,0,0,0
gen=299_member=29844_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.0,6.21814,gen=299_member=29844_pso,1.01477,1.01477,28.5,6.21814,5.96714,6.21814,0,0,0,0,0,0
gen=299_member=29852_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.939365,6.86674,gen=299_member=29852_pso,4.55353e-05,4.55353e-05,28.5,7.80611,5.25587,7.80611,1,1,0,0,0,0
gen=299_member=29874_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.988193,7.0,gen=299_member=29874_pso,8.10917e-07,8.10917e-07,28.5,7.98819,5.20721,7.98819,1,1,0,0,0,0
gen=299_member=29888_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.874552,5.87671,gen=299_member=29888_pso,0.507263,0.507263,28.5,6.75126,5.72693,6.75126,1,0,0,0,0,0
gen=299_member=29891_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,1.54258,6.05281,gen=299_member=29891_pso,0.00358023,0.00358023,28.5,7.59539,5.32138,7.59539,1,1,0,0,0,0
gen=299_member=29893_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,2.3002,5.63573,gen=299_member=29893_pso,2.01705e-05,2.01705e-05,28.5,7.93593,5.2162,7.93593,1,1,0,0,0,0
gen=299_member=29898_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.0,7.0,gen=299_member=29898_pso,0.102033,0.102033,28.5,7.0,5.56649,7.0,1,1,0,0,0,0
gen=300_member=29903_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.314179,6.37857,gen=300_member=29903_pso,0.329923,0.329923,28.5,6.69275,5.68753,6.69275,1,0,0,0,0,0
gen=300_member=29905_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.0,6.56145,gen=300_member=29905_pso,0.410562,0.410562,28.5,6.56145,5.75,6.56145,1,0,0,0,0,0
gen=300_member=29920_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,1.92974,5.40941,gen=300_member=29920_pso,0.0466737,0.0466737,28.5,7.33915,5.41025,7.33915,1,1,0,0,0,0
gen=300_member=29921_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.799423,7.0,gen=300_member=29921_pso,3.95088e-05,3.95088e-05,28.5,7.79942,5.2583,7.79942,1,1,0,0,0,0
gen=300_member=29932_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.0,5.57841,gen=300_member=29932_pso,1.8816,1.8816,28.5,5.57841,6.20111,5.57841,0,0,0,0,0,0
gen=300_member=29941_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,1.5697,5.8439,gen=300_member=29941_pso,0.0224073,0.0224073,28.5,7.4136,5.38556,7.4136,1,1,0,0,0,0
gen=300_member=29952_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.0655908,5.81275,gen=300_member=29952_pso,1.47765,1.47765,28.5,5.87834,6.09236,5.87834,0,0,0,0,0,0
gen=300_member=29956_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.0,6.26601,gen=300_member=29956_pso,0.955,0.955,28.5,6.26601,5.94869,6.26601,1,0,0,0,0,0
gen=300_member=29965_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.235766,7.0,gen=300_member=29965_pso,0.0329763,0.0329763,28.5,7.23577,5.46519,7.23577,1,1,0,0,0,0
gen=300_member=29972_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.283152,5.74126,gen=300_member=29972_pso,1.30242,1.30242,28.5,6.02441,6.03152,6.02441,0,0,0,0,0,0
gen=300_member=29977_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,1.00108,5.7483,gen=300_member=29977_pso,0.5221,0.5221,28.5,6.74938,5.72364,6.74938,1,0,0,0,0,0
gen=300_member=29982_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.366833,6.05862,gen=300_member=29982_pso,0.8081,0.8081,28.5,6.42545,5.87442,6.42545,1,0,0,0,0,0
gen=300_member=29984_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.61536,7.0,gen=300_member=29984_pso,0.00095025,0.00095025,28.5,7.61536,5.3183,7.61536,1,1,0,0,0,0
gen=300_member=29989_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.313744,6.55484,gen=300_member=29989_pso,0.197407,0.197407,28.5,6.86858,5.61473,6.86858,1,1,0,0,0,0
gen=300_member=29991_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.4958,6.08267,gen=300_member=29991_pso,0.653033,0.653033,28.5,6.57847,5.80951,6.57847,1,0,0,0,0,0
gen=300_member=29992_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.0,6.03064,gen=300_member=29992_pso,1.26275,1.26275,28.5,6.03064,6.03824,6.03064,0,0,0,0,0,0
gen=300_member=29993_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.874097,6.6909,gen=300_member=29993_pso,0.00271825,0.00271825,28.5,7.565,5.33497,7.565,1,1,0,0,0,0
gen=300_member=29999_pso,0.0,-4.75,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.448656,6.31182,gen=300_member=29999_pso,0.289807,0.289807,28.5,6.76048,5.65641,6.76048,1,1,0,0,0,0
gen=495_member=19449_pso,-4.75,0.0,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.993215,7.0,gen=495_member=19449_pso,7.22467e-07,7.22467e-07,28.5,7.99322,5.20596,7.99322,1,1,0,0,0,0
gen=496_member=19534_pso,-4.75,0.0,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.330878,6.3502,gen=496_member=19534_pso,0.345007,0.345007,28.5,6.68108,5.69223,6.68108,1,0,0,0,0,0
gen=529_member=22877_pso,-4.75,0.0,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.0240115,6.76121,gen=529_member=22877_pso,0.229253,0.229253,28.5,6.78522,5.65649,6.78522,1,1,0,0,0,0
gen=533_member=23255_pso,-4.75,0.0,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.31218,6.35819,gen=533_member=23255_pso,0.347565,0.347565,28.5,6.67037,5.6967,6.67037,1,0,0,0,0,0
gen=535_member=23485_pso,-4.75,0.0,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.0798657,6.726,gen=535_member=23485_pso,0.216157,0.216157,28.5,6.80587,5.64594,6.80587,1,1,0,0,0,0
gen=539_member=23841_pso,-4.75,0.0,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.899159,5.76894,gen=539_member=23841_pso,0.60195,0.60195,28.5,6.6681,5.75924,6.6681,1,0,0,0,0,0
gen=539_member=23873_pso,-4.75,0.0,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.0835998,6.75194,gen=539_member=23873_pso,0.196668,0.196668,28.5,6.83554,5.63332,6.83554,1,1,0,0,0,0
gen=554_member=25372_pso,-4.75,0.0,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.9041,6.93589,gen=554_member=25372_pso,2.18032e-05,2.18032e-05,28.5,7.83999,5.24647,7.83999,1,1,0,0,0,0
gen=566_member=26536_pso,-4.75,0.0,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.261848,6.51881,gen=566_member=26536_pso,0.253547,0.253547,28.5,6.78066,5.6524,6.78066,1,1,0,0,0,0
gen=571_member=27071_pso,-4.75,0.0,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.319618,6.37677,gen=571_member=27071_pso,0.331778,0.331778,28.5,6.69639,5.68619,6.69639,1,0,0,0,0,0
gen=575_member=27468_pso,-4.75,0.0,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.0,6.72931,gen=575_member=27468_pso,0.264095,0.264095,28.5,6.72931,5.67995,6.72931,1,1,0,0,0,0
gen=577_member=27625_pso,-4.75,0.0,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.0571566,6.75237,gen=577_member=27625_pso,0.216098,0.216098,28.5,6.80953,5.64553,6.80953,1,1,0,0,0,0
gen=577_member=27687_pso,-4.75,0.0,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.0,6.7576,gen=577_member=27687_pso,0.241743,0.241743,28.5,6.7576,5.66803,6.7576,1,1,0,0,0,0
gen=579_member=27840_pso,-4.75,0.0,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.135596,6.72267,gen=579_member=27840_pso,0.18727,0.18727,28.5,6.85827,5.62265,6.85827,1,1,0,0,0,0
gen=580_member=27993_pso,-4.75,0.0,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.349422,6.81654,gen=580_member=27993_pso,0.05567,0.05567,28.5,7.16596,5.4921,7.16596,1,1,0,0,0,0
gen=583_member=28230_pso,-4.75,0.0,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.0856399,6.74804,gen=583_member=28230_pso,0.198137,0.198137,28.5,6.83368,5.63417,6.83368,1,1,0,0,0,0
gen=583_member=28245_pso,-4.75,0.0,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.674897,6.81917,gen=583_member=28245_pso,0.0049077,0.0049077,28.5,7.49407,5.36114,7.49407,1,1,0,0,0,0
gen=584_member=28324_pso,-4.75,0.0,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.957444,6.90558,gen=584_member=28324_pso,1.33997e-05,1.33997e-05,28.5,7.86302,5.23972,7.86302,1,1,0,0,0,0
gen=587_member=28618_pso,-4.75,0.0,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,1.1838,5.51158,gen=587_member=28618_pso,0.597433,0.597433,28.5,6.69538,5.73886,6.69538,1,0,0,0,0,0
gen=588_member=28707_pso,-4.75,0.0,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.837858,6.53682,gen=588_member=28707_pso,0.0204577,0.0204577,28.5,7.37468,5.40577,7.37468,1,1,0,0,0,0
gen=588_member=28711_pso,-4.75,0.0,-4.75,-4.75,-4.75,0.0,-4.75,-4.75,0.902501,6.90941,gen=588_member=28711_pso,3.79105e-05,3.79105e-05,28.5,7.81191,5.25437,7.81191,1,1,0,0,0,0
