real_name,pname:wel_inst:0_ptype:gr_usecol:3_pstyle:d_idx0:84_idx1:0_idx2:1799,pname:wel_inst:0_ptype:gr_usecol:3_pstyle:d_idx0:69_idx1:0_idx2:1799,pname:wel_inst:0_ptype:gr_usecol:3_pstyle:d_idx0:54_idx1:0_idx2:1799,pname:wel_inst:0_ptype:gr_usecol:3_pstyle:d_idx0:39_idx1:0_idx2:1799,pname:wel_inst:0_ptype:gr_usecol:3_pstyle:d_idx0:84_idx1:0_idx2:1249,pname:wel_inst:0_ptype:gr_usecol:3_pstyle:d_idx0:69_idx1:0_idx2:1249,pname:wel_inst:0_ptype:gr_usecol:3_pstyle:d_idx0:54_idx1:0_idx2:1249,pname:wel_inst:0_ptype:gr_usecol:3_pstyle:d_idx0:39_idx1:0_idx2:1249,ar_rate_1,ar_rate_2
gen=1497_member=29648_pso,-4.75,-4.75,-4.75,0.0,0.0,-4.75,-4.75,-4.75,0.900987,7.0
gen=1497_member=29666_pso,-4.75,-4.75,-4.75,0.0,0.0,-4.75,-4.75,-4.75,0.355686,6.93399
gen=1497_member=29668_pso,-4.75,-4.75,-4.75,0.0,0.0,-4.75,-4.75,-4.75,0.539494,7.0
gen=1497_member=29686_pso,-4.75,-4.75,0.0,-4.75,-4.75,-4.75,0.0,-4.75,0.156073,6.11397
gen=1497_member=29699_pso,-4.75,-4.75,-4.75,0.0,-0.000106951,-4.75,-4.75,-4.75,0.0,6.87255
gen=1498_member=29708_pso,-4.75,-4.75,-4.75,0.0,0.0,-4.75,-4.75,-4.75,0.492418,7.0
gen=1498_member=29735_pso,-4.75,-4.75,0.0,-4.75,-4.75,-4.75,0.0,-4.75,0.549352,5.7837
gen=1498_member=29743_pso,-4.75,-4.75,-4.75,0.0,0.0,-4.75,-4.75,-4.75,0.223065,6.94505
gen=1498_member=29744_pso,-4.75,-4.75,-4.75,0.0,0.0,-4.75,-4.75,-4.75,0.0315916,7.0
gen=1498_member=29762_pso,-4.75,-4.75,-4.75,0.0,0.0,-4.75,-4.75,-4.75,0.248844,7.0
gen=1498_member=29765_pso,-4.75,-4.75,-4.75,0.0,0.0,-4.75,-4.75,-4.75,0.630685,6.96809
gen=1498_member=29769_pso,-4.75,-4.75,0.0,-4.75,-4.75,-4.75,0.0,-4.75,0.270633,5.99557
gen=1499_member=29800_pso,-4.75,-4.75,0.0,-4.75,-4.75,-4.75,0.0,-4.75,0.0,6.55939
gen=1499_member=29802_pso,-4.75,-4.75,-4.75,0.0,0.0,-4.75,-4.75,-4.75,0.0,6.95204
gen=1499_member=29803_pso,-4.75,-4.75,0.0,-4.75,-4.75,-4.75,0.0,-4.75,0.223249,6.14976
gen=1499_member=29809_pso,-4.75,-4.75,0.0,-4.75,-4.75,-4.75,0.0,-4.75,0.0,6.60673
gen=1499_member=29841_pso,-4.75,-4.75,-4.75,0.0,0.0,-4.75,-4.75,-4.75,0.591489,7.0
gen=1499_member=29855_pso,-4.75,-4.75,-4.75,0.0,0.0,-4.75,-4.75,-4.75,0.773101,7.0
gen=1499_member=29858_pso,-4.75,-4.75,-4.75,0.0,0.0,-4.75,-4.75,-4.75,0.378969,7.0
gen=1499_member=29868_pso,-4.75,-4.75,-4.75,0.0,0.0,-4.75,-4.75,-4.75,0.718494,6.9936
gen=1499_member=29875_pso,-4.75,-4.75,-4.75,0.0,-0.0260817,-4.75,-4.75,-4.75,0.0,6.86952
gen=1499_member=29889_pso,-4.75,-4.75,-4.75,0.0,0.0,-4.75,-4.75,-4.75,0.0,6.87657
gen=1499_member=29895_pso,-4.75,-4.75,-4.75,0.0,-0.0124603,-4.75,-4.75,-4.75,0.522773,6.9638
gen=1499_member=29897_pso,-4.75,-4.75,-4.75,0.0,0.0,-4.75,-4.75,-4.75,0.847445,7.0
gen=1500_member=29902_pso,-4.75,-4.75,-4.75,0.0,0.0,-4.75,-4.75,-4.75,0.814106,7.0
gen=1500_member=29910_pso,-4.75,-4.75,-4.75,0.0,-0.00255573,-4.75,-4.75,-4.75,0.932969,7.0
gen=1500_member=29914_pso,-4.75,-4.75,-4.75,0.0,0.0,-4.75,-4.75,-4.75,0.892573,7.0
gen=1500_member=29917_pso,-4.75,-4.75,-4.75,0.0,0.0,-4.75,-4.75,-4.75,0.1606,6.89333
gen=1500_member=29922_pso,-4.75,-4.75,-4.75,0.0,0.0,-4.75,-4.75,-4.75,0.533804,7.0
gen=1500_member=29926_pso,-4.75,-4.75,0.0,-4.75,-4.75,-4.75,0.0,-4.75,0.0,6.38659
gen=1500_member=29928_pso,-4.75,-4.75,-4.75,0.0,0.0,-4.75,-4.75,-4.75,0.405461,7.0
gen=1500_member=29936_pso,-4.75,-4.75,-4.75,0.0,0.0,-4.75,-4.75,-4.75,0.745549,6.96521
gen=1500_member=29944_pso,-4.75,-4.75,-4.75,0.0,0.0,-4.75,-4.75,-4.75,0.721605,6.99839
gen=1500_member=29945_pso,-4.75,-4.75,-4.75,0.0,0.0,-4.75,-4.75,-4.75,0.484374,6.95186
gen=1500_member=29960_pso,-4.75,-4.75,-4.75,0.0,0.0,-4.75,-4.75,-4.75,0.0,6.77635
gen=1500_member=29987_pso,-4.75,-4.75,-4.75,0.0,0.0,-4.75,-4.75,-4.75,0.0,6.92297
gen=1500_member=29988_pso,-4.75,-4.75,-4.75,0.0,0.0,-4.75,-4.75,-4.75,0.329347,7.0
gen=1500_member=29990_pso,-4.75,-4.75,-4.75,0.0,0.0,-4.75,-4.75,-4.75,0.0640156,7.0
gen=1500_member=29991_pso,-4.75,-4.75,-4.75,0.0,0.0,-4.75,-4.75,-4.75,0.17875,7.0
gen=1500_member=29996_pso,-4.75,-4.75,0.0,-4.75,-4.75,-4.75,0.0,-4.75,0.161826,6.182
gen=1500_member=29998_pso,-4.75,-4.75,-4.75,0.0,0.0,-4.75,-4.75,-4.75,0.431052,7.0
